City name,Airport Code,Airport Name,Country name
Biniguni,XBN,Biniguni International Airport,Papua New Guinea
Bintulu,BTU,Bintulu International Airport,Malaysia
Bintulu,ZMK,Bintulu Port International Airport,Malaysia
Bintuni,NTI,Bintuni International Airport,Indonesia
Birao,IRO,Birao International Airport,Central African Republic
Biratnagar,BIR,Biratnagar International Airport,Nepal
Birch Creek,KBC,Birch Creek International Airport,United States
Bird Island,BDI,Bird Island International Airport,Seychelles
Birdsville,BVI,Birdsville International Airport,Australia
Birjand,XBJ,Birjand International Airport,Iran
Birmingham,BHM,Birmingham International Airport,United States
Birmingham,ZBC,Colmore Row Bus Stn International Airport,United Kingdom
Birmingham,BHX,Birmingham International,United Kingdom
Birni Nkoni,BKN,Birni Nkoni International Airport,Niger
Bisbee,BSQ,Bisbee Municipal Arpt,United States
Bisha,BHH,Bisha International Airport,Saudi Arabia
Bishe-Kola,BSM,Bishe-Kola International Airport,United States
Bishkek,FRU,Bishkek International Airport,Kyrgyzstan
Bisho,BIY,Bisho International Airport,South Africa
Bishop,BIH,Bishop International Airport,United States
Biskra,BSK,Biskra International Airport,Algeria
Bislig,BPH,Bislig International Airport,Philippines
Bismarck,BIS,Bismarck International Airport,United States
Bissau,OXB,Osvaldo Vieira International Airport,Guinea-Bissau
Bitam,BMM,Bitam International Airport,Gabon
Bitburg,BBJ,Bitburg Air Base International Airport,Germany
Bizant,BZP,Bizant International Airport,Australia
Bjerka,ZMZ,Railway International Airport,Norway
Black Tickle,YBI,Black Tickle International Airport,Canada
Blackall,BKQ,Blackall International Airport,Australia
Yateley,BBS,Blackbushe International Airport,United Kingdom
Blackpool,BLK,Blackpool International Airport,United Kingdom
Blacksburg,BCB,Virginia Tech International Airport,United States
Blackstone,BKT,Blackstone AAF International Airport,United States
Blackwater,BLT,Blackwater International Airport,Australia
Blackwell,BWL,Blackwell International Airport,United States
Blagoveschensk,BQS,Blagoveschensk International Airport,Russian Federation
Blaine,BWS,Blaine International Airport,United States
Blairsville,BSI,Blairsville International Airport,United States
Blakely Island,BYW,Blakely Island International Airport,United States
Blanc Sablon,YBX,Blanc Sablon International Airport,Canada
Blanding,BDG,Blanding International Airport,United States
Blantyre,BLZ,Chileka International Airport,Malawi
Blenheim,BHE,Blenheim International Airport,New Zealand (Aotearoa)
Block Island,BID,Block Island International Airport,United States
Blonduos,BLO,Blonduos International Airport,Iceland
Bloodvein,YDV,Bloodvein International Airport,Canada
Bloomfield,BFC,Bloomfield International Airport,Australia
Bloomington,BMG,Bloomington International Airport,United States
Bloomington-Normal,BMI,Bloomington-Normal International Airport,United States
Blubber Bay,XBB,Blubber Bay International Airport,Canada
Blue Bell,BBX,Wings Field International Airport,United States
Blue Canyon,BLU,Blue Canyon International Airport,United States
Blue Fox Bay,BFB,Blue Fox Bay International Airport,United States
Blue Lagoon,BXL,Blue Lagoon International Airport,Fiji
Bluefields,BEF,Bluefields International Airport,Nicaragua
Blumenau,BNU,Blumenau International Airport,Brazil
Blythe,BLH,Blythe International Airport,United States
Blytheville,BYH,Blytheville AFB International Airport,United States
Blytheville,HKA,Municipal International Airport,United States
Bo,KBS,Bo International Airport,Sierra Leone
Boa Vista,BVC,Rabil International Airport,Cape Verde
Boa Vista,BVB,Boa Vista International Airport,Brazil
Boana,BNV,Boana International Airport,Papua New Guinea
Boang,BOV,Boang International Airport,Papua New Guinea
Bobadilla,OZI,Bobadilla International Airport,Spain
Bobo Dioulasso,BOY,Borgo International Airport,Burkina Faso
Bobquinn Lake,YBO,Bobquinn Lake International Airport,Canada
Boca Do Acre,BCR,Boca Do Acre International Airport,Brazil
Boca Raton,BCT,Public International Airport,United States
Bocas Del Toro,BOC,Bocas Del Toro International Airport,Panama
Bodinumu,BNM,Bodinumu International Airport,Papua New Guinea
Bodo,BOO,Bodo International Airport,Norway
Bodrum,BXN,Imsik Airport,Turkey
Bodrum.,BJV,Milas Airport,Turkey
Boeblingen,PHM,Boeblingen International Airport,Germany
Boende,BNB,Boende International Airport,Zaire
Bogalusa,BXA,George R Carr International Airport,United States
Bogande,XBG,Bogande International Airport,Burkina Faso
Boghe,BGH,Abbaye International Airport,Mauritania
Bogota,BOG,Eldorado International Airport,Colombia
Boigu Island,GIC,Boigu Island International Airport,Australia
Boise,BOI,Air Term. (Gowen Fld) International Airport,United States
Bojnord,BJB,Bojnord International Airport,Iran
Boke,BKJ,Boke International Airport,Guinea
Bokondini,BUI,Bokondini International Airport,Indonesia
Bokoro,BKR,Bokoro International Airport,Chad
Boku,BOQ,Boku International Airport,Papua New Guinea
Bol,BWK,Bol International Airport,Croatia (Hrvatska)
Bol,OTC,Bol International Airport,Chad
Bolaang,BJG,Bolaang International Airport,Indonesia
Bollon,BLS,Bollon International Airport,Australia
Bologna,BLQ,Guglielmo Marconi International Airport,Italy
Bolovip,BVP,Bolovip International Airport,Papua New Guinea
Bolwarra,BCK,Bolwarra International Airport,Australia
Bolzano,BZO,Bolzano International Airport,Italy
Bom Jesus Da Lapa,LAZ,Bom Jesus Da Lapa International Airport,Brazil
Boma,BOA,Boma International Airport,Zaire
Bomai,BMH,Bomai International Airport,Papua New Guinea
Bonaire,BON,Flamingo International,Netherlands Antilles
Bonanza,BZA,San Pedro International Airport,Nicaragua
Bonaventure,YVB,Bonaventure International Airport,Canada
Bondoukou,BDK,Bondoukou International Airport,Cote D'Ivoire (Ivory Coast)
Bongo,BGP,Bongo International Airport,Gabon
Bongor,OGR,Bongor International Airport,Chad
Bongouanou,BGG,Bongouanou International Airport,Cote D'Ivoire (Ivory Coast)
Bonito,BYO,Bonito Airport,Brazil
Bonnyville,YBY,Bonnyville International Airport,Canada
Bontang,BXT,Bontang International Airport,Indonesia
Bonthe,BTE,Bonthe International Airport,Sierra Leone
Boone,BNW,Boone International Airport,United States
Booue,BGB,Booue International Airport,Gabon
Bora Bora,BOB,Motu-mute International Airport,French Polynesia
Borama,BXX,Borama International Airport,Somalia
Borba,RBB,Borba International Airport,Brazil
Bordeaux,BOD,Bordeaux Airport,France
Bordeaux,ZFQ,Gare de Bordeaux International Airport,France
Borden,YBN,Borden International Airport,Canada
Bordj Badji Mokhtar,BMW,Bordj Badji Mokhtar International Airport,Algeria
Borgarfjordur Eystri,BGJ,Borgarfjordur Eystri International Airport,Iceland
Borger,BGD,Borger International Airport,United States
Boridi,BPB,Boridi International Airport,Papua New Guinea
Borkum,BMK,Borkum International Airport,Germany
Borlange/Falun,XYB,Borlange Railway Svc. International Airport,Sweden
Borlange/Falun,BLE,Dala International Airport,Sweden
Bornholm,RNN,Bornholm International Airport,Denmark
Bornite,RLU,Bornite Upper International Airport,United States
Borotou,BRZ,Borotou International Airport,Cote D'Ivoire (Ivory Coast)
Borrego Springs,BXS,Borrego Springs International Airport,United States
Borroloola,BOX,Borroloola International Airport,Australia
Boset,BOT,Boset International Airport,Papua New Guinea
Bossangoa,BSN,Bossangoa International Airport,Central African Republic
Bossaso,BSA,Bossaso International Airport,Somalia
Bossembele,BEM,Bossembele International Airport,Central African Republic
Bost,BST,Bost International Airport,Afghanistan
Boston,ZTY,Boston BKBAY Rail International Airport,United States
Boston,ZRU,Boston RT128 Rail International Airport,United States
Boston,ZTO,Boston South Rail International Airport,United States
Boston,BOS,Logan International,United States
Boswell Bay,BSW,Boswell Bay International Airport,United States
Botopasie,BTO,Botopasie International Airport,Suriname
Bouake,BYK,Bouake International Airport,Cote D'Ivoire (Ivory Coast)
Bouar,BOP,Bouar International Airport,Central African Republic
Bouca,BCF,Bouca International Airport,Central African Republic
Boulder,WBI,Broker Inn International Airport,United States
Boulder,WHH,Hiltons Har H International Airport,United States
Boulder,WBU,Municipal International Airport,United States
Boulder City,BLD,Boulder City International Airport,United States
Boulia,BQL,Boulia International Airport,Australia
Boulsa,XBO,Boulsa International Airport,Burkina Faso
Bouna,BQO,Bouna International Airport,Cote D'Ivoire (Ivory Coast)
Boundary,BYA,Boundary International Airport,United States
Boundiali,BXI,Boundiali International Airport,Cote D'Ivoire (Ivory Coast)
Boundji,BOE,Boundji International Airport,Congo
Bountiful,BTF,Salt Lake Skypark International Airport,United States
Bourgas,BOJ,Bourgas International Airport,Bulgaria
Bourges,BOU,Bourges International Airport,France
Bourke,BRK,Bourke International Airport,Australia
Bournemouth,BOH,Bournemouth International,United Kingdom
Boussaada,BUJ,Ain Eddis International Airport,Algeria
Bousso,OUT,Bousso International Airport,Chad
Boutilimit,OTL,Boutilimit International Airport,Mauritania
Bowen,ZBO,Bowen International Airport,Australia
Bowling Green,BWG,Warren County International Airport,United States
Bowling Green,APH,Camp A P Hill International Airport,United States
Bowman,BWM,Bowman International Airport,United States
Boxborough,BXC,Boxborough International Airport,United States
Bozeman,BZN,Gallatin Field International Airport,United States
Bozen,ZBN,Bus Station International Airport,Italy
Bozoum,BOZ,Bozoum International Airport,Central African Republic
Brack,BCQ,Brack International Airport,Libya
Bradford,BRF,Bradford International Airport,United Kingdom
Bradford,ZFC,Bus Station International Airport,United Kingdom
Bradford,BDF,Rinkenberger International Airport,United States
Bradford,BFD,Bradford International Airport,United States
Brady,BBD,Curtis Field International Airport,United States
Braga,BGZ,Braga International Airport,Portugal
Braganca,BGC,Braganca International Airport,Portugal
Braganca Paulista,BJP,Braganca Paulista International Airport,Brazil
Brahman,BRH,Brahman International Airport,Papua New Guinea
Brainerd,BRD,Crow Wing County International Airport,United States
Braintree,WXF,Wether Fld RAF International Airport,United Kingdom
Brampton Island,BMP,Brampton Island International Airport,Australia
Brandon,LKZ,Lakenheath RAF International Airport,United Kingdom
Brandon,YBR,Brandon International Airport,Canada
Branson/Point Lookout,PLK,M Graham Clark International Airport,United States
Brasilia,BSB,Presidente Juscelino Kubitschek International Airport,Brazil
Bratislava,BTS,Ivanka International Airport,Slovak Republic
Bratsk,BTK,Bratsk International Airport,Russian Federation
Braunschweig,BWE,Braunschweig International Airport,Germany
Brava,BVR,Esperadinha International Airport,Cape Verde
Brawley,BWC,Brawley International Airport,United States
Brazoria,BZT,Hinkles Ferry International Airport,United States
Brazzaville,BZV,Maya Maya International Airport,Congo
Breckenridge,QKB,Van Service International Airport,United States
Breckenridge,BKD,Stephens County International Airport,United States
Breda,GLZ,Gilze-Rijen International Airport,Netherlands
Bregenz,XGZ,Railway Station International Airport,Austria
Breiddalsvik,BXV,Breiddalsvik International Airport,Iceland
Bremen,BRE,Bremen International Airport,Germany
Bremerhaven,BRV,Bremerhaven International Airport,Germany
Bremerton,PWT,Bremerton International Airport,United States
Brest,BQT,Brest International Airport,Belarus
Brest,BES,Guipavas International Airport,France
Breves,BVS,Breves International Airport,Brazil
Brewarrina,BWQ,Brewarrina International Airport,Australia
Bria,BIV,Bria International Airport,Central African Republic
Briansk,BZK,Briansk International Airport,Russian Federation
Bridgeport,BDR,Igor I. Sikorsky Mem. International Airport,United States
Bridgetown,BGI,Grantley Adams Intl,Barbados
Brigham City,BMC,Brigham City International Airport,United States
Bright,BRJ,Bright International Airport,Australia
Brighton,BSH,Brighton International Airport,United Kingdom
Brighton Downs,BHT,Brighton Downs International Airport,Australia
Brindisi,BDS,Papola Casale International Airport,Italy
Brisbane,BNE,Brisbane International,Australia
Bristol,BRS,Bristol International Airport,United Kingdom
Britrail Rail Zone S,QQS,London St. Pancras International Airport,United Kingdom
Britton,TTO,Municipal International Airport,United States
Brive-La-Gaillarde,BVE,Laroche International Airport,France
Brize Norton,BZZ,Raf Station International Airport,United Kingdom
Brno,BRQ,Turany International Airport,Czechoslovakia (former)
Broadus,BDX,Broadus International Airport,United States
Broadview,YDR,Broadview International Airport,Canada
Brochet,YBT,Brochet International Airport,Canada
Brockville,XBR,Brockville International Airport,Canada
Broken Bow,BBW,Broken Bow International Airport,United States
Broken Hill,BHQ,Broken Hill International Airport,Australia
Bromont,ZBM,Bromont International Airport,Canada
Bronnoysund,BNN,Bronnoy International Airport,Norway
Bronson Creek,YBM,Bronson Creek International Airport,Canada
Brookings,BOK,Brookings State International Airport,United States
Brookings,BKX,Brookings International Airport,United States
Brooks Lake,BKF,Brooks Lake International Airport,United States
Brooks Lodge,RBH,Brooks Lodge International Airport,United States
Broome,BME,Broome International Airport,Australia
Broomfield,BJC,Jeffco International Airport,United States
Brownsville,BRO,South Padre Is. Intl,United States
Brownwood,BWD,Brownwood International Airport,United States
Brueggen,BGN,R.A.F. International Airport,Germany
Brumado,BMS,Brumado International Airport,Brazil
Brumunddal,ZVB,Brumunddal Railway International Airport,Norway
Brunette Downs,BTD,Brunette Downs International Airport,Australia
Brunswick,BQK,Glynco Jetport International Airport,United States
Brunswick,SSI,Mckinnon International Airport,United States
Brunswick,NHZ,NAS International Airport,United States
Brus Laguna,BHG,Brus Laguna International Airport,Honduras
Brussels,CRL,Charleroi Brussels South International Airport,Belgium
Brussels,ZYR,Midi Railway Station International Airport,Belgium
Brussels,BRU,National International Airport,Belgium
Bryan,CFD,Coulter Field International Airport,United States
Bryce,BCE,Bryce International Airport,United States
Bua,BVF,Dama International Airport,Fiji
Bubaque,BQE,Bubaque International Airport,Guinea-Bissau
Bucaramanga,BGA,Palo Negro International Airport,Colombia
Buchanan,UCN,Buchanan International Airport,Liberia
Buchans,YZM,Buchans International Airport,Canada
Bucharest,BBU,Baneasa International Airport,Romania
Bucharest,OTP,Henri Coanda International,Romania
Buckeye,BXK,Buckeye International Airport,United States
Buckland,BKC,Buckland International Airport,United States
Budapest,XXJ,Deli Railway International Airport,Hungary
Budapest,BUD,Ferihegy International Airport,Hungary
Budapest,XXQ,Keleti Railway International Airport,Hungary
Buenaventura,BUN,Buenaventura International Airport,Colombia
Buenos Aires,AEP,Arpt. Jorge Newbery International Airport,Argentina
Buenos Aires,EZE,Ezeiza Ministro Pistarini International Airport,Argentina
Buenos Aires,BAI,Buenos Aires International Airport,Costa Rica
Buffalo,ZFZ,Buffalo Depew Rr International Airport,United States
Buffalo,ZXS,ExchangeSt Railway Svc International Airport,United States
Buffalo,BYG,Municipal International Airport,United States
Buffalo Narrows,YVT,Buffalo Narrows International Airport,Canada
Buffalo Range,BFO,Buffalo Range International Airport,Zimbabwe
Bugulma,UUA,Bugulma International Airport,Russian Federation
Buin,UBI,Buin International Airport,Papua New Guinea
Buka,BUA,Buka International Airport,Papua New Guinea
Bukavu,BKY,Kamenbe International Airport,Zaire
Bukhara,BHK,Bukhara International Airport,Uzbekistan
Bukoba,BKZ,Bukoba International Airport,Tanzania
Bulawayo,BUQ,Bulawayo International Airport,Zimbabwe
Bulchi,BCY,Bulchi International Airport,Ethiopia
Bulgan,UGA,Bulgan International Airport,Mongolia
Bulimba,BIP,Bulimba International Airport,Australia
Bull Harbour,YBH,Bull Harbour International Airport,Canada
Bullfrog Basin,BFG,Bullfrog Basin International Airport,United States
Bullhead City,IFP,Laughlin Bullhead Intl,United States
Bulolo,BUL,Bulolo International Airport,Papua New Guinea
Bumba,BMB,Bumba International Airport,Zaire
Bumi Hills,BZH,Bumi Hills International Airport,Zimbabwe
Bunbury,BUY,Bunbury International Airport,Australia
Bundaberg,BDB,Bundaberg International Airport,Australia
Bundi,BNT,Bundi International Airport,Papua New Guinea
Bunia,BUX,Bunia International Airport,Zaire
Buno Bedelle,XBL,Buno Bedelle International Airport,Ethiopia
Bunsil,BXZ,Bunsil International Airport,Papua New Guinea
Bunyu,BYQ,Bunyu International Airport,Indonesia
Buochs,BXO,Buochs International Airport,Guinea-Bissau
Buol,UOL,Buol International Airport,Indonesia
Buraimi,RMB,Buraimi International Airport,Oman
Burao,BUO,Burao International Airport,Somalia
Burbank,BUR,Bob Hope International Airport,United States
Bureta,LEV,Levuka Airfield International Airport,Fiji
Burg Feuerstein,URD,Burg Feuerstein International Airport,Germany
Buri Ram,BFV,Buri Ram International Airport,Thailand
Burketown,BUC,Burketown International Airport,Australia
Burlington,BRL,Burlington International Airport,United States
Burlington,BBF,Burlington International Airport,United States
Burnie,BWT,Burnie Wynyard International Airport,Australia
Burns,BNO,Burns International Airport,United States
Burns Lake,YPZ,Burns Lake International Airport,Canada
Bursa,BTZ,Bursa Airport,Turkey
Bursa,YEI,Yenisehir International Airport,Canada
Burtonwood,BUT,Burtonwood International Airport,United Kingdom
Burundai,BXJ,Burundai International Airport,Kazakhstan
Burwash Landings,YDB,Burwash Landings International Airport,Canada
Burwell,BUB,Municipal International Airport,United States
Bury St Edmunds,BEQ,Honington International Airport,United Kingdom
Busan,PUS,Gimhae International Airport,Korea (South)
Bushehr,BUZ,Bushehr International Airport,Iran
Bussellton,BQB,Bussellton Airport,Australia
Busuanga,USU,Busuanga International Airport,Philippines
Buta,BZU,Buta International Airport,Zaire
Butare,BTQ,Butare International Airport,Rwanda
Butaritari,BBG,Butaritari International Airport,Kiribati
Butler,BUM,Butler International Airport,United States
Butler,BTP,Graham Field International Airport,United States
Butte,BTM,Butte International Airport,United States
Butterworth,BWH,Butterworth International Airport,Malaysia
Butterworth,UTE,Butterworth International Airport,South Africa
Butuan,BXU,Butuan International Airport,Philippines
Buyo,BUU,Buyo International Airport,Cote D'Ivoire (Ivory Coast)
Buzios,BZC,Buzios International Airport,Brazil
Bydgoszcz,BZG,Bydgoszcz I. J. Paderewski Airport,Poland
Ca Mau,CAH,Ca Mau International Airport,Viet Nam
Cabimas,CBS,Oro Negro International Airport,Venezuela
Cabin Creek,CBZ,Cabin Creek International Airport,United States
Cabinda,CAB,Cabinda International Airport,Angola
Cabo Frio,CFB,Cabo Frio International Airport,Brazil
Cabo Rojo,CBJ,Cabo Rojo International Airport,Dominican Republic
Cacador,CFC,Cacador International Airport,Brazil
Caceres,CCX,Caceres International Airport,Brazil
Cachoeira,CCQ,Cachoeira International Airport,Brazil
Cachoeiro Itapemirim,CDI,Cachoeiro Itapemirim International Airport,Brazil
Cacoal,OAL,Cacoal International Airport,Brazil
Cadillac,CAD,Cadillac International Airport,United States
Cadiz,CDZ,Cadiz International Airport,Spain
Caen,CFR,Carpiquet International Airport,France
Cafunfo,CFF,Cafunfo International Airport,Angola
Cagayan De Oro,CGY,Lumbia International Airport,Philippines
Cagayan De Sulu,CDY,Cagayan De Sulu International Airport,Philippines
Cagliari,CAG,Cagliari Elmas - Mario Mameli International Airport,Italy
Caherciveen,CHE,Reenroe International Airport,Ireland
Cahors,ZAO,Laberandie International Airport,France
Caia,CMZ,Caia International Airport,Mozambique
Caicara De Oro,CXA,Caicara De Oro International Airport,Venezuela
Caiguna,CGV,Caiguna International Airport,Australia
Cairns,CNS,Cairns International Airport,Australia
Cairo,CIR,Cairo International Airport,United States
Cajamarca,CJA,Cajamarca International Airport,Peru
Calabar,CBQ,Calabar International Airport,Nigeria
Calabozo,CLZ,Calabozo International Airport,Venezuela
Calais,CQF,Calais International Airport,France
Calama,CJC,El Loa International Airport,Chile
Calbayog,CYP,Calbayog International Airport,Philippines
Caldas Novas,CLV,Caldas Novas International Airport,Brazil
Caldwell,CDW,Caldwell Wright International Airport,United States
Caledonia,CDE,Caledonia International Airport,Panama
Caleta Olivia,CVI,Caleta Olivia International Airport,Argentina
Calgary,YYC,Calgary International Airport,Canada
Cali,CLO,Alfonso B. Aragon International Airport,Colombia
Calipatria,CLR,Calipatria International Airport,United States
Callaway Gardens,CWG,Callaway Gardens International Airport,United States
Caloundra,CUD,Caloundra International Airport,Australia
Calverton,CTO,Peconic River International Airport,United States
Calvi,CLY,Ste Catherine International Airport,France
Camaguey,CMW,Ign Agramonte Intl,Cuba
Cambridge,CBG,Cambridge International Airport,United Kingdom
Cambridge,JHY,Hyatt Regency H/P International Airport,United States
Cambridge,CGE,Cambridge International Airport,United States
Cambridge Bay,YCB,Cambridge Bay International Airport,Canada
Camden,CDH,Harrell Fld International Airport,United States
Camden,CDU,Camden International Airport,Australia
Camden,CDN,Woodward Fld International Airport,United States
Cameta,CMT,Cameta International Airport,Brazil
Camfield,CFI,Camfield International Airport,Australia
Camiguin,CGM,Mambajao International Airport,Philippines
Camiri,CAM,Camiri International Airport,Bolivia
Camocim,CMC,Camocim International Airport,Brazil
Camooweal,CML,Camooweal International Airport,Australia
Camp Douglas,VOK,Volk Field International Airport,United States
Camp Springs,ADW,Andrews AFB International Airport,United States
Camp Springs,NSF,Andrews NAF International Airport,United States
Campbell River,YBL,Campbell River International Airport,Canada
Campbell River,YHH,Harbor SPB International Airport,Canada
Campbellpore,CWP,Campbellpore International Airport,Pakistan
Campbeltown,CAL,Machrihanish International Airport,United Kingdom
Campeche,CPE,Campeche International,Mexico
Campina Grande,CPV,Joao Suassuna International Airport,Brazil
Campo,CZZ,Campo International Airport,United States
Campo Grande,CGR,Internacional International Airport,Brazil
Campo Mourao,CBW,Campo Mourao International Airport,Brazil
Campos,CAW,Bartolomeu Lisandro International Airport,Brazil
Can Tho,VCA,Can Tho International Airport,Viet Nam
Cana Brava,NBV,Cana Brava International Airport,Brazil
Canaima,CAJ,Canaima International Airport,Venezuela
Canakkale,CKZ,Canakkale International Airport,Turkey
Cananea,CNA,Cananea International Airport,Mexico
Canarana,CQA,Canarana Airport,Brazil
Canas,CSC,Canas International Airport,Costa Rica
Canavieiras,CNV,Canavieiras International Airport,Brazil
Canberra,CBR,Canberra International Airport,Australia
Cancun,CUN,Cancun International Airport,Mexico
Candala,CXN,Candala International Airport,Somalia
Candilejas,CJD,Candilejas International Airport,Colombia
Candle,CDL,Candle International Airport,United States
Cangamba,CNZ,Cangamba International Airport,Angola
Cannes,CEQ,Mandelieu International Airport,France
Cannes,QYW,Vieux Port International Airport,France
Canobie,CBY,Canobie International Airport,Australia
Canon City,CNE,Canon City International Airport,United States
Canouan Island,CIW,Canouan Island International Airport,Saint Vincent and the Grenadines
Canton,CTK,Canton International Airport,United States
Canton Island,CIS,Canton Island International Airport,Kiribati
Cap Haitien,CAP,Cap Haitien International Airport,Haiti
Cap Skirring,CSK,Cap Skirring International Airport,Senegal
Capanda,KNP,Capanda International Airport,Angola
Cape Barren Island,CBI,Cape Barren Island International Airport,Australia
Cape Dorset,YTE,Cape Dorset International Airport,Canada
Cape Eleuthera,CEL,Cape Eleuthera International Airport,Bahamas
Cape Flattery,CQP,Cape Flattery International Airport,Australia
Cape Girardeau,CGI,Cape Girardeau International Airport,United States
Cape Gloucester,CGC,Cape Gloucester International Airport,Papua New Guinea
Cape Lisburne,LUR,Cape Lisburne International Airport,United States
Cape Newenham,EHM,Cape Newenham International Airport,United States
Cape Orford,CPI,Cape Orford International Airport,Papua New Guinea
Cape Palmas,CPA,A. Tubman International Airport,Liberia
Cape Pole,CZP,Cape Pole International Airport,United States
Cape Rodney,CPN,Cape Rodney International Airport,Papua New Guinea
Cape Romanzof,CZF,Cape Romanzof International Airport,United States
Cape St Jacques,CSJ,Cape St Jacques International Airport,Viet Nam
Cape St James,YCJ,Cape St James International Airport,Canada
Cape Town,CPT,Cape Town International,South Africa
Cape Vogel,CVL,Cape Vogel International Airport,Papua New Guinea
Capri,PRJ,Capri International Airport,Italy
Capurgana,CPB,Capurgana International Airport,Colombia
Caquetania,CQT,Caquetania International Airport,Colombia
Car Nicobar,CBD,Car Nicobar International Airport,India
Caracas,CCS,Maiquetia International Airport,Venezuela
Carajas,CKS,Carajas International Airport,Brazil
Caransebes,CSB,Caransebes International Airport,Romania
Carauari,CAF,Carauari International Airport,Brazil
Caravelas,CRQ,Caravelas International Airport,Brazil
Carbondale,MDH,Southern Illinois International Airport,United States
Carcassonne,CCF,Salvaza International Airport,France
Cardiff,CWL,Cardiff-wales Arpt,United Kingdom
Caribou,CAR,Municipal International Airport,United States
Caribou Island,YCI,Caribou Island International Airport,Canada
Carimagua,CCO,Carimagua International Airport,Colombia
Carlisle,CAX,Carlisle International Airport,United Kingdom
Carlsbad,CNM,Carlsbad International Airport,United States
Carlton Hill,CRY,Carlton Hill International Airport,Australia
Carmelita,CMM,Carmelita International Airport,Guatemala
Carmen De Patagones,CPG,Carmen De Patagones International Airport,Argentina
Carnarvon,CVQ,Carnarvon International Airport,Australia
Carnot,CRF,Carnot International Airport,Central African Republic
Carolina,CLN,Carolina International Airport,Brazil
Carora,VCR,Carora International Airport,Venezuela
Carpentaria Downs,CFP,Carpentaria Downs International Airport,Australia
Carriacou Is,CRU,Carriacou Is International Airport,Grenada
Carrillo,RIK,Carrillo International Airport,Costa Rica
Carrizo Springs,CZT,Carrizo Springs International Airport,United States
Carroll,CIN,Carroll International Airport,United States
Carson City,CSN,Carson City International Airport,United States
Cartagena,CTG,Rafael Nunez International Airport,Colombia
Cartago,CRC,Cartago International Airport,Colombia
Carti,CTE,Carti International Airport,Panama
Cartierville,YCV,Cartierville International Airport,Canada
Cartwright,YRF,Cartwright International Airport,Canada
Caruaru,CAU,Caruaru International Airport,Brazil
Carupano,CUP,Carupano International Airport,Venezuela
Caruru,CUO,Caruru International Airport,Colombia
Carutapera,CTP,Carutapera International Airport,Brazil
Casa Grande,CGZ,Municipal International Airport,United States
Casablanca,CAS,Anfa International Airport,Morocco
Casablanca,CMN,Mohamed V International Airport,Morocco
Cascade Locks,CZK,Cascade Locks/Stevens International Airport,United States
Cascavel,CAC,Cascavel International Airport,Brazil
Casigua,CUV,Casigua International Airport,Venezuela
Casiguran,CGG,Casiguran International Airport,Philippines
Casino,CSI,Casino International Airport,Australia
Casper,CPR,Casper International Airport,United States
Cassilandia,CSS,Cassilandia International Airport,Brazil
Castaway,CST,Castaway International Airport,Fiji
Castlebar,CLB,Castlebar International Airport,Ireland
Castlegar,YCG,Castlegar International Airport,Canada
Castres,DCM,Mazamet International Airport,France
Castro,WCA,Gamboa International Airport,Chile
Casuarito,CSR,Casuarito International Airport,Colombia
Cat Cays,CXY,Cat Cays International Airport,Bahamas
Cat Island,CAT,Cat Island International Airport,Bahamas
Cat Lake,YAC,Cat Lake International Airport,Canada
Catacamas,CAA,Catacamas International Airport,Honduras
Catalao,TLZ,Catalao International Airport,Brazil
Catalina Island,CIB,Ap In The Sky International Airport,United States
Catalina Island,SXC,Avalo Vor/WP International Airport,United States
Catalina Island,AVX,Avalon Bay International Airport,United States
Catalina Island,TWH,Two Harbors International Airport,United States
Catamarca,CTC,Catamarca International Airport,Argentina
Catania,CTA,Fontanarossa International Airport,Italy
Catarman,CRM,National International Airport,Philippines
Caticlan,MPH,Malay International Airport,Philippines
Cattle Creek,CTR,Cattle Creek International Airport,Australia
Catumbela,CBT,Catumbela International Airport,Angola
Cauayan,CYZ,Cauayan International Airport,Philippines
Caucasia,CAQ,Caucasia International Airport,Colombia
Cauquira,CDD,Cauquira International Airport,Honduras
Caviahue,CVH,Caviahue International Airport,Argentina
Caxias Do Sul,CXJ,Campo Dos Bugres International Airport,Brazil
Caye Caulker,CUK,Caye Caulker International Airport,Belize
Caye Chapel,CYC,Caye Chapel International Airport,Belize
Cayenne,CAY,Rochambeau International Airport,French Guiana
Cayman Brac Is,CYB,Gerrard-Smith International Airport,Cayman Islands
Cayo Coco,CCC,Cayo Coco International Airport,Cuba
Cayo Largo Del Sur,CYO,Cayo Largo Del Sur International Airport,Cuba
Cazombo,CAV,Cazombo International Airport,Angola
Cebu,CEB,Mactan International,Philippines
Cedar City,CDC,Cedar City International Airport,United States
Cedar Key,CDK,Lewis International Airport,United States
Cedar Rapids,CID,Cedar Rapids International Airport,United States
Ceduna,CED,Ceduna International Airport,Australia
Center Island,CWS,Center Island International Airport,United States
Centerville,GHM,Municipal International Airport,United States
Central,CEM,Central International Airport,United States
Centralia,ENL,Municipal International Airport,United States
Centralia,YCE,Centralia International Airport,Canada
Cepu,CPF,Cepu International Airport,Indonesia
Ceres,CRR,Ceres International Airport,Argentina
Cerro Sombrero,SMB,Cerro Sombrero International Airport,Chile
Cessnock,CES,Cessnock International Airport,Australia
Chachapoyas,CHH,Chachapoyas International Airport,Peru
Chadron,CDR,Chadron International Airport,United States
Chagni,MKD,Chagni International Airport,Ethiopia
